1.0000	0.3741	0.6343	0.3843	0.4306	0.3567	0.4268	0.1691	0.2659	0.3588	0.1708	0.2443	0.1032	0.4090	0.5838	0.4877	0.2234	0.3622	0.4296	0.4760	0.2407	0.6339	0.5902	0.4841	0.4466	0.2458	0.4699	0.7120	0.2848	0.1409	0.5019	0.4937	0.3567	0.5013	0.5045	0.1517	0.6589	0.4483	0.0782	0.6810
0.3741	1.0000	0.3724	0.3724	0.2339	0.2751	0.1865	0.0671	0.1807	0.1305	0.3783	0.1724	0.2758	0.2256	0.1203	0.4448	0.1657	0.3663	0.3914	0.2528	0.1730	0.1774	0.1236	0.2535	0.1644	0.4062	0.4839	0.2473	0.4219	0.2920	0.1752	0.4945	0.2751	0.4973	0.2623	0.0597	0.1875	0.4756	0.2657	0.4682
0.6343	0.3724	1.0000	0.0000	0.0000	0.2500	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.2500	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.0000	0.2500	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500
0.3843	0.3724	0.0000	1.0000	0.0000	0.2500	0.2500	0.2500	0.2500	0.2500	0.2500	0.2500	0.2500	0.2500	0.0000	0.0000	0.2500	0.2500	0.2500	0.2500	0.0000	0.0000	0.2500	0.2500	0.0000	0.2500	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.2500
0.4306	0.2339	0.0000	0.0000	1.0000	0.0412	0.1125	0.3027	0.3420	0.3665	0.0690	0.0990	0.2749	0.1535	0.3572	0.3711	0.3258	0.1360	0.1615	0.4167	0.3328	0.4147	0.1274	0.1813	0.4029	0.0968	0.4122	0.1759	0.3468	0.2929	0.1013	0.1894	0.0412	0.1916	0.1922	0.2957	0.4239	0.1692	0.2657	0.1622
0.3567	0.2751	0.2500	0.2500	0.0412	1.0000	0.1865	0.0671	0.1807	0.1305	0.3783	0.1724	0.2758	0.2256	0.1203	0.4448	0.1657	0.3663	0.3914	0.2528	0.1730	0.1774	0.1236	0.2535	0.1644	0.4062	0.4839	0.2473	0.4219	0.2920	0.1752	0.4945	0.2751	0.4973	0.2623	0.0597	0.1875	0.4756	0.2657	0.4682
0.4268	0.1865	0.2500	0.2500	0.1125	0.1865	1.0000	0.2331	0.4635	0.3745	0.3905	0.4368	0.1974	0.5480	0.3444	0.6263	0.4214	0.4943	0.5666	0.6697	0.4410	0.5112	0.3930	0.6309	0.5116	0.4733	0.6957	0.6535	0.5197	0.2818	0.4473	0.7639	0.1932	0.7744	0.6957	0.2135	0.5413	0.6690	0.1673	0.6494
0.1691	0.0671	0.0000	0.2500	0.3027	0.0671	0.2331	1.0000	0.2500	0.2500	0.2500	0.2500	0.2500	0.2500	0.0000	0.0000	0.2500	0.2500	0.2500	0.2500	0.0000	0.0000	0.2500	0.2500	0.0000	0.2500	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.2500
0.2659	0.1807	0.0000	0.2500	0.3420	0.1807	0.4635	0.2500	1.0000	0.3745	0.3905	0.4368	0.1974	0.5480	0.3444	0.6263	0.4214	0.4943	0.5666	0.6697	0.4410	0.5112	0.3930	0.6309	0.5116	0.4733	0.6957	0.6535	0.5197	0.2818	0.4473	0.7639	0.1932	0.7744	0.6957	0.2135	0.5413	0.6690	0.1673	0.6494
0.3588	0.1305	0.0000	0.2500	0.3665	0.1305	0.3745	0.2500	0.3745	1.0000	0.2769	0.2926	0.2683	0.3155	0.3030	0.0589	0.0381	0.0609	0.0763	0.0801	0.2881	0.0857	0.3035	0.0848	0.3259	0.0463	0.0799	0.0770	0.0533	0.2720	0.0465	0.3305	0.0228	0.0844	0.3385	0.0300	0.0896	0.3229	0.2644	0.0729
0.1708	0.3783	0.0000	0.2500	0.0690	0.3783	0.3905	0.2500	0.3905	0.2769	1.0000	0.4368	0.1974	0.5480	0.3444	0.6263	0.4214	0.4943	0.5666	0.6697	0.4410	0.5112	0.3930	0.6309	0.5116	0.4733	0.6957	0.6535	0.5197	0.2818	0.4473	0.7639	0.1932	0.7744	0.6957	0.2135	0.5413	0.6690	0.1673	0.6494
0.2443	0.1724	0.0000	0.2500	0.0990	0.1724	0.4368	0.2500	0.4368	0.2926	0.4368	1.0000	0.1974	0.5480	0.3444	0.6263	0.4214	0.4943	0.5666	0.6697	0.4410	0.5112	0.3930	0.6309	0.5116	0.4733	0.6957	0.6535	0.5197	0.2818	0.4473	0.7639	0.1932	0.7744	0.6957	0.2135	0.5413	0.6690	0.1673	0.6494
0.1032	0.2758	0.0000	0.2500	0.2749	0.2758	0.1974	0.2500	0.1974	0.2683	0.1974	0.1974	1.0000	0.0889	0.3180	0.0886	0.3035	0.3291	0.0958	0.1083	0.3074	0.3558	0.0728	0.3517	0.0989	0.3070	0.3544	0.3490	0.3163	0.0374	0.3110	0.1131	0.2769	0.3592	0.1158	0.2901	0.3558	0.3490	0.2694	0.0951
0.4090	0.2256	0.0000	0.2500	0.1535	0.2256	0.5480	0.2500	0.5480	0.3155	0.5480	0.5480	0.0889	1.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.2500	0.0000	0.2500	0.2500	0.2500	0.0000	0.0000	0.2500	0.0000	0.2500	0.0000	0.2500	0.0000	0.2500	0.2500	0.2500	0.0000	0.0000	0.0000
0.5838	0.1203	0.2500	0.0000	0.3572	0.1203	0.3444	0.0000	0.3444	0.3030	0.3444	0.3444	0.3180	0.0000	1.0000	0.0589	0.0381	0.0609	0.0763	0.0801	0.2881	0.0857	0.3035	0.0848	0.3259	0.0463	0.0799	0.0770	0.0533	0.2720	0.0465	0.3305	0.0228	0.0844	0.3385	0.0300	0.0896	0.3229	0.2644	0.0729
0.4877	0.4448	0.2500	0.0000	0.3711	0.4448	0.6263	0.0000	0.6263	0.0589	0.6263	0.6263	0.0886	0.0000	0.0589	1.0000	0.4214	0.4943	0.5666	0.6697	0.4410	0.5112	0.3930	0.6309	0.5116	0.4733	0.6957	0.6535	0.5197	0.2818	0.4473	0.7639	0.1932	0.7744	0.6957	0.2135	0.5413	0.6690	0.1673	0.6494
0.2234	0.1657	0.0000	0.2500	0.3258	0.1657	0.4214	0.2500	0.4214	0.0381	0.4214	0.4214	0.3035	0.0000	0.0381	0.4214	1.0000	0.1360	0.1615	0.4167	0.3328	0.4147	0.1274	0.1813	0.4029	0.0968	0.4122	0.1759	0.3468	0.2929	0.1013	0.1894	0.0412	0.1916	0.1922	0.2957	0.4239	0.1692	0.2657	0.1622
